security_code,isin,symbol,security_group,security_name
532475,INE266F01018,APTECHT,A,APTECH LTD.
532477,INE692A01016,UNIONBANK,A,UNION BANK OF INDIA
532478,INE686F01025,UBL,A,UNITED BREWERIES LTD.
532479,INE732F01019,ISMTLTD,B,ISMT LTD.
532481,INE781B01015,NOIDATOLL,T,NOIDA TOLL BRIDGE COMPANY LTD.
532482,INE101D01020,GRANULES,A,GRANULES INDIA LTD.
532483,INE476A01022,CANBK,A,CANARA BANK
532485,INE525F01017,BLIL,B,BALMER LAWRIE INVESTMENTS LTD.
532486,INE637C01025,POKARNA,B,POKARNA LTD.
532488,INE361B01024,DIVISLAB,A,DIVIS LABORATORIES LTD.
532493,INE386C01029,ASTRAMICRO,A,ASTRA MICROWAVE PRODUCTS LTD.
532497,INE944F01028,RADICO,A,RADICO KHAITAN LTD.
532500,INE585B01010,MARUTI,A,MARUTI SUZUKI INDIA LTD.
532503,INE296E01026,RAJPALAYAM,X,RAJAPALAYAM MILLS LTD.
532504,INE048G01026,NAVINFLUOR,A,NAVIN FLUORINE INTERNATIONAL L
532505,INE691A01018,UCOBANK,A,UCO BANK
532507,INE116D01028,BAGFILMS,T,B.A.G.FILMS & MEDIA LTD.
532508,INE220G01021,JSL,A,JINDAL STAINLESS LTD.
532509,INE399C01030,SUPRAJIT,A,SUPRAJIT ENGINEERING LTD.
532513,INE236G01019,TVSELECT,B,TVS ELECTRONICS LTD.
532514,INE203G01027,IGL,A,INDRAPRASTHA GAS LTD.
532515,INE038F01029,TVTODAY,B,TV TODAY NETWORK LTD.
532521,INE218G01033,PALREDTEC,T,PALRED TECHNOLOGIES LIMITED
532522,INE347G01014,PETRONET,A,PETRONET LNG LTD.
532523,INE376G01013,BIOCON,A,BIOCON LTD.
532524,INE877F01012,PTC,A,PTC INDIA LTD.
532525,INE457A01014,MAHABANK,A,BANK OF MAHARASHTRA
532527,INE399G01023,RKFORGE,A,RAMKRISHNA FORGINGS LTD.
532528,INE365B01017,DATAMATICS,A,DATAMATICS GLOBAL SERVICES LTD
532529,INE155G01029,NDTV,B,NEW DELHI TELEVISION LTD.
532531,INE939A01011,STAR,A,STRIDES PHARMA SCIENCE LIMITED
532532,INE455F01025,JPASSOCIAT,T,JAIPRAKASH ASSOCIATES LTD.
532538,INE481G01011,ULTRACEMCO,A,ULTRATECH CEMENT LTD.
532539,INE405E01023,UNOMINDA,A,UNO Minda Limited
532540,INE467B01029,TCS,A,TATA CONSULTANCY SERVICES LTD.
532541,INE591G01017,COFORGE,A,COFORGE LIMITED
532543,INE586G01017,GULFPETRO,B,GP PETROLEUMS LTD
532548,INE348B01021,CENTURYPLY,A,CENTURY PLYBOARDS (I) LTD.
532553,INE625G01013,WELENT,A,WELSPUN ENTERPRISES LIMTED
532555,INE733E01010,NTPC,A,NTPC LTD.
532604,INE658G01014,SALSTEEL,T,S.A.L.STEEL LTD.
532605,INE927D01044,JBMA,A,JBM AUTO LTD.
532610,INE366A01041,DWARKESH,A,DWARIKESH SUGAR INDUSTRIES LTD
532612,INE873D01024,INDOCO,A,INDOCO REMEDIES LTD.
532613,INE450G01024,VIPCLOTHNG,B,VIP Clothing Limited
532614,INE691G01015,IMPEXFERRO,T,IMPEX FERRO TECH LTD.
532616,INE692G01013,XCHANGING,B,XCHANGING SOLUTIONS LTD.
532617,INE802G01018,JETAIRWAYS,Z,JET AIRWAYS (INDIA) LTD.
532624,INE796G01012,JINDALPHOT,B,JINDAL PHOTO LTD.
532626,INE063E01046,POCL,B,PONDY OXIDES & CHEMICALS LTD.
532627,INE351F01018,JPPOWER,A,JAIPRAKASH POWER VENTURES LIMI
532628,INE748C01038,3IINFOLTD,B,3I INFOTECH LTD.
532629,INE748A01016,MBECL,T,MCNALLY BHARAT ENGINEERING COM
532630,INE887G01027,GOKEX,A,GOKALDAS EXPORTS LTD.
532633,INE835G01018,ALLSEC,B,ALLSEC TECHNOLOGIES LTD.
532636,INE530B01024,IIFL,A,IIFL FINANCE LIMITED
532637,INE584F01014,MANGALAM,B,MANGALAM DRUGS & ORGANICS LTD.
532638,INE498B01024,SHOPERSTOP,A,SHOPPERS STOP LTD.
532640,INE278G01037,CYBERMEDIA,T,CYBER MEDIA (INDIA) LTD.
532641,INE875G01030,NDL,B,NANDAN DENIM LIMITED
532642,INE824G01012,JSWHL,B,JSW HOLDINGS LIMITED
532644,INE823G01014,JKCEMENT,A,J.K.CEMENT LTD.
532645,INE052B01011,BEEYU,XT,BEEYU OVERSEAS LTD.
532648,INE528G01035,YESBANK,A,YES BANK LTD.
532649,INE023H01027,NECLIFE,B,NECTAR LIFESCIENCES LTD.
532650,INE752G01015,MSPL,B,MSP STEEL & POWER LTD.
532651,INE978G01016,SPLIL,B,SPL INDUSTRIES LTD.
532652,INE614B01018,KTKBANK,A,KARNATAKA BANK LTD.
532654,INE942G01012,MCLEODRUSS,B,MCLEOD RUSSEL INDIA LTD.
532656,INE828G01013,FACORALL,X,FACOR ALLOYS LTD.
532659,INE043D01016,IDFC,A,IDFC LIMITED
532661,INE050H01012,RML,B,RANE (MADRAS) LTD.
532662,INE501G01024,HTMEDIA,B,HT MEDIA LTD.
532663,INE231F01020,SASKEN,B,Sasken Technologies Limited
532666,INE512B01022,FCSSOFT,B,FCS SOFTWARE SOLUTIONS LTD.
532667,INE040H01021,SUZLON,A,SUZLON ENERGY LTD.
532668,INE132H01018,AURIONPRO,B,AURIONPRO SOLUTIONS LTD.
532670,INE087H01022,RENUKA,A,SHREE RENUKA SUGARS LTD.
532673,INE157H01023,KMSUGAR,T,K.M.SUGAR MILLS LTD.
532674,INE186H01022,BASML,B,BANNARI AMMAN SPINNING MILLS L
532676,INE160H01019,PBAINFRA,B,PBA INFRASTRUCTURE LTD.
532683,INE212H01026,AIAENG,A,AIA ENGINEERING LTD.
532684,INE184H01027,EKC,B,EVEREST KANTO CYLINDER LTD.
532686,INE202H01019,KERNEX,B,KERNEX MICROSYSTEMS (INDIA) LT
532687,INE461B01014,REPRO,B,REPRO INDIA LTD.
532689,INE191H01014,PVRINOX,A,PVR INOX LIMITED
532694,INE855F01042,ASMS,B,BARTRONICS INDIA LTD.
532695,INE185H01016,CELEBRITY,B,CELEBRITY FASHIONS LTD.
532698,INE229H01012,NITINSPIN,B,NITIN SPINNERS LTD.
532699,INE283H01019,ROHLTD,B,ROYAL ORCHID HOTELS LTD.
532700,INE265F01028,ENIL,B,ENTERTAINMENT NETWORK (INDIA)
532701,INE266H01014,CELLA,Z,CELLA SPACE LIMITED
532702,INE246F01010,GSPL,A,GUJARAT STATE PETRONET LTD.
532705,INE199G01027,JAGRAN,B,JAGRAN PRAKASHAN LTD.
532707,INE256H01015,DYNPRO,B,DYNEMIC PRODUCTS LTD.
532708,INE251H01024,GVKPIL,B,GVK POWER & INFRASTRUCTURE LTD
532710,INE226H01026,SADBHAV,T,SADBHAV ENGINEERING LTD.
532713,INE190H01024,SAKUMA,B,SAKUMA EXPORTS LTD.
532714,INE389H01022,KEC,A,KEC INTERNATIONAL LTD.
532716,INE047B01011,GILLANDERS,B,GILLANDERS ARBUTHNOT & CO.LTD.
532717,INE332H01014,INDOTECH,T,INDO TECH TRANSFORMERS LTD.
532719,INE350H01032,BLKASHYAP,B,B.L.KASHYAP AND SONS LTD.
532720,INE774D01024,M&MFIN,A,MAHINDRA & MAHINDRA FINANCIAL
532722,INE858F01012,NITCO,B,NITCO LTD.
532723,INE493H01014,MPDL,XT,MPDL LIMITED
532725,INE343H01029,SOLARINDS,A,SOLAR INDUSTRIES INDIA LTD.
532726,INE297H01019,GALLANTT,T,GALLANTT ISPAT LIMITED
532728,INE383H01017,MALUPAPER,T,MALU PAPER MILLS LTD.
532729,INE786F01031,UTTAMSUGAR,B,UTTAM SUGAR MILLS LTD.
532730,INE353H01010,SGL,B,STL GLOBAL LTD.
532732,INE401H01017,KKCL,B,KEWAL KIRAN CLOTHING LTD.
532733,INE424H01027,SUNTV,A,SUN TV NETWORK LTD.
532734,INE177H01021,GPIL,A,GODAWARI POWER & ISPAT LTD.
532735,INE411H01032,RSYSTEMS,B,R SYSTEMS INTERNATIONAL LTD.
532737,INE296H01011,EMKAY,T,EMKAY GLOBAL FINANCIAL SERVICE
532738,INE388G01026,TCLCONS,B,TANTIA CONSTRUCTIONS LTD.
532740,INE397H01017,LOKESHMACH,T,LOKESH MACHINES LTD.
532741,INE390H01012,KAMDHENU,B,Kamdhenu Limited
532742,INE111F01016,PAUSHAKLTD,B,PAUSHAK LTD.
532744,INE302H01017,GTNTEX,X,GTN TEXTILES LTD.
532745,INE347H01012,INDICAP,XT,INDITRADE CAPITAL LIMITED
532748,INE367G01038,PFOCUS,B,PRIME FOCUS LTD.
532749,INE418H01029,ALLCARGO,A,ALLCARGO LOGISTICS LTD.
532754,INE776C01039,GMRINFRA,A,GMR AIRPORTS INFRASTRUCTURE LI
532755,INE669C01036,TECHM,A,TECH MAHINDRA LTD.
532756,INE536H01010,CIEINDIA,A,CIE Automotive India Limited
532757,INE540H01012,VOLTAMP,A,VOLTAMP TRANSFORMERS LTD.
532759,INE285H01022,ATLANTAA,T,ATLANTAA LIMITED
532760,INE677H01012,DEEPENR,B,DEEP ENERGY RESOURCES LIMITED
532761,INE596H01014,HOVS,T,HOV SERVICES LTD.
532762,INE731H01025,ACE,A,ACTION CONSTRUCTION EQUIPMENT
532764,INE916G01016,GEECEE,B,GEECEE VENTURES LIMITED
532766,INE516H01012,RICHAIND,Z,RICHA INDUSTRIES LTD.
532767,INE336H01023,GAYAPROJ,Z,GAYATRI PROJECTS LTD.
532768,INE737H01014,FIEMIND,B,FIEM INDUSTRIES LTD.
532771,INE544H01014,JHS,T,JHS SVENDGAARD LABORATORIES LT
532772,INE503A01015,DCBBANK,A,DCB BANK LIMITED
532773,INE792H01019,GLOBALVECT,T,GLOBAL VECTRA HELICORP LTD.
532774,INE020G01017,INSPIRISYS,T,Inspirisys Solutions Limited
532775,INE221H01019,GTLINFRA,B,GTL INFRASTRUCTURE LTD.
532776,INE637H01024,SHIVAMAUTO,B,SHIVAM AUTOTECH LTD.
532777,INE663F01024,NAUKRI,A,INFO EDGE (INDIA) LTD.
532779,INE813H01021,TORNTPOWER,A,TORRENT POWER LTD.
532780,INE561H01026,PARSVNATH,B,PARSVNATH DEVELOPERS LTD.
532782,INE645H01027,SUTLEJTEX,B,SUTLEJ TEXTILES & INDUSTRIES L
532783,INE818H01020,LTFOODS,A,LT FOODS LTD.
532784,INE671H01015,SOBHA,A,SOBHA
532785,INE803H01014,RUCHIRA,B,RUCHIRA PAPERS LTD.
532790,INE483C01032,TANLA,A,TANLA PLATFORMS LIMITED
532794,INE966H01019,ZEEMEDIA,B,ZEE MEDIA CORPORATION LIMITED
532795,INE965H01011,SITINET,T,Siti Networks Ltd.
532796,INE872H01027,LUMAXTECH,A,LUMAX AUTO TECHNOLOGIES LTD.
532797,INE718H01014,AUTOIND,B,AUTOLINE INDUSTRIES LTD.
532798,INE870H01013,NETWORK18,A,NETWORK18 MEDIA & INVESTMENTS
532799,INE703H01016,HUBTOWN,T,HUBTOWN LTD.
532800,INE886H01027,TV18BRDCST,A,TV18 BROADCAST LTD.
532801,INE627H01017,CTE,B,CAMBRIDGE TECHNOLOGY ENTERPRIS
532804,INE545H01011,TIIL,B,TECHNOCRAFT INDUSTRIES (INDIA)
532805,INE891D01026,REDINGTON,A,Redington Limited
532806,INE768E01024,AICHAMP,X,AI CHAMPDANY INDUSTRIES LTD.
532807,INE704H01022,CINELINE,B,CINELINE INDIA LIMITED
532808,INE940H01022,PGIL,B,PEARL GLOBAL INDUSTRIES LIMITE
532809,INE684F01012,FSL,A,FIRSTSOURCE SOLUTIONS LTD.
532810,INE134E01011,PFC,A,POWER FINANCE CORPORATION LTD.
532811,INE758C01029,AHLUCONT,A,AHLUWALIA CONTRACTS (INDIA) LT
532812,INE804H01012,TFL,T,TRANSWARRANTY FINANCE LTD.
532814,INE562A01011,INDIANB,A,INDIAN BANK
532815,INE812G01025,SMSPHARMA,B,SMS PHARMACEUTICALS LTD.
532817,INE998H01012,ORIENTALTL,B,ORIENTAL TRIMEX LTD.
532820,INE311H01018,ELAND,XT,E-Land Apparel Limited
532822,INE669E01016,IDEA,A,VODAFONE IDEA  LIMITED
532825,INE702H01018,JAGJANANI,XT,JAGJANANI TEXTILES LTD.
532826,INE952H01027,RAJTV,T,RAJ TELEVISION NETWORK LTD.
532827,INE761H01022,PAGEIND,A,PAGE INDUSTRIES LTD.
532828,INE005I01014,AMDIND,B,AMD INDUSTRIES LTD.
532829,INE976H01018,LEHAR,X,LEHAR FOOTWEARS LIMITED
532830,INE006I01046,ASTRAL,A,ASTRAL LIMITED
532832,INE069I01010,EMBDL,A,EQUINOX INDIA DEVELOPMENTS LIM
532834,INE052I01032,CAMLINFINE,A,Camlin Fine Sciences Ltd
532835,INE725G01011,ICRA,A,ICRA LTD.
532839,INE836F01026,DISHTV,A,DISH TV INDIA LTD.
532841,INE280H01015,SAHYADRI,B,SAHYADRI INDUSTRIES LTD.
532842,INE917H01012,SRHHYPOLTD,B,SREE RAYALASEEMA HI-STRENGTH H
532843,INE061F01013,FORTIS,A,FORTIS HEALTHCARE LTD.
532845,INE797H01018,TGBHOTELS,B,TGB BANQUETS AND HOTELS LTD.
532847,INE788H01017,HILTON,B,HILTON METAL FORGING LTD.
532848,INE124G01033,DELTACORP,A,DELTA CORP LTD.
532850,INE287C01037,MICEL,T,MIC ELECTRONICS LTD.
532851,INE070I01018,INSECTICID,B,INSECTICIDES (INDIA) LTD.
532853,INE228I01012,ASAHISONG,B,ASAHI SONGWON COLORS LTD.
532855,INE928H01019,HARYNACAP,X,HARYANA CAPFIN LTD.
532856,INE508G01029,TIMETECHNO,A,TIME TECHNOPLAST LTD.
532859,INE170I01016,HGS,A,HINDUJA GLOBAL SOLUTIONS LTD.
532864,INE189I01024,NELCAST,B,NELCAST LTD.
532867,INE945H01013,V2RETAIL,T,V2 RETAIL LTD.
532868,INE271C01023,DLF,A,DLF LTD.
532869,INE924H01018,TARMAT,T,TARMAT LTD.
532870,INE106I01010,ANKITMETAL,T,ANKIT METAL & POWER LTD.
532872,INE232I01014,SPARC,A,SUN PHARMA ADVANCED RESEARCH C
532875,INE102I01027,ADSL,B,ALLIED DIGITAL SERVICES LTD.
532878,INE385I01010,ALPA,B,ALPA LABORATORIES LTD.
532879,INE117H01019,SSLEL,XT,SIR SHADI LAL ENTERPRISES LTD.
532880,INE800H01010,OMAXE,B,OMAXE LTD.
532884,INE056I01025,REFEX,B,REFEX INDUSTRIES LTD.
532885,INE483A01010,CENTRALBK,A,CENTRAL BANK OF INDIA
532886,INE105I01020,SELMC,B,SEL MANUFACTURING COMPANY LTD.
532888,INE022I01019,ASIANTILES,B,ASIAN GRANITO INDIA LTD.
532889,INE930H01031,KPRMILL,A,K.P.R.MILL LIMITED
532890,INE142I01023,TAKE,B,TAKE SOLUTIONS LTD.
532891,INE323I01011,PURVA,T,Puravankara Limited
532892,INE338I01027,MOTILALOFS,A,MOTILAL OSWAL FINANCIAL SERVIC
532893,INE222F01029,VTMLTD,X,VTM LTD.
532894,INE227G01018,INDOWIND,B,INDOWIND ENERGY LTD.
532895,INE245I01016,NAGREEKCAP,T,NAGREEKA CAPITAL & INFRASTRUCT
532896,INE387I01016,MAGNUM,B,MAGNUM VENTURES LTD.
532898,INE752E01010,POWERGRID,A,POWER GRID CORPORATION OF INDI
532899,INE455I01029,KSCL,A,KAVERI SEED COMPANY LTD.
532900,INE420C01059,PAISALO,A,PAISALO DIGITAL LIMITED
532904,INE550H01011,SUPREMEINF,Z,SUPREME INFRASTRUCTURE INDIA L
532906,INE215I01027,MAANALU,B,MAAN ALUMINIUM LTD.
532907,INE369I01014,IL&FSENGG,Z,IL&FS ENGINEERING AND CONSTRUC
532911,INE272G01014,PARLEIND,XT,PARLE INDUSTRIES LIMITED
532915,INE621H01010,RELIGARE,A,RELIGARE ENTERPRISES LTD.
532916,INE139I01011,BVCL,B,BARAK VALLEY CEMENTS LTD.
532918,INE575I01016,RATHIBAR,X,RATHI BARS LTD.
532921,INE742F01042,ADANIPORTS,A,ADANI PORTS AND SPECIAL ECONOM
532922,INE532F01054,EDELWEISS,A,EDELWEISS FINANCIAL SERVICES L
532923,INE722H01024,RGL,B,RENAISSANCE GLOBAL LIMITED
532924,INE094I01018,KOLTEPATIL,B,KOLTE-PATIL DEVELOPERS LTD.
532925,INE234I01028,KAUSHALYA,B,KAUSHALYA INFRASTRUCTURE DEVEL
532926,INE668F01031,JYOTHYLAB,A,JYOTHY LABS LIMITED
532927,INE738I01010,ECLERX,A,ECLERX SERVICES LTD.
532928,INE763I01026,TRIL,T,TRANSFORMERS AND RECTIFIERS (I
532929,INE791I01019,BRIGADE,A,BRIGADE ENTERPRISES LTD.
532930,INE661I01014,BGRENERGY,T,BGR ENERGY SYSTEMS LTD.
532931,INE817H01014,BURNPUR,T,BURNPUR CEMENT LTD.
532932,INE015D01022,MANAKSIA,B,MANAKSIA LTD.
532933,INE386I01018,PORWAL,X,PORWAL AUTO COMPONENTS LTD.
532934,INE095I01015,PPAP,B,PPAP
532935,INE298I01015,ARIES,B,ARIES AGRO LTD.
532937,INE529I01021,KUANTUM,B,KUANTUM PAPERS LTD.
532939,INE614G01033,RPOWER,A,RELIANCE POWER LTD.
532940,INE576I01022,JKIL,A,J.KUMAR INFRAPROJECTS LTD.
532941,INE792I01017,CORDSCABLE,T,CORDS CABLE INDUSTRIES LTD.
532942,INE634I01029,KNRCON,A,KNR CONSTRUCTIONS LTD.
532944,INE809I01019,ONMOBILE,B,ONMOBILE
532945,INE964H01014,SEPC,B,SEPC LIMITED
532946,INE863I01016,BANG,B,BANG OVERSEAS LTD.
532947,INE821I01022,IRB,A,IRB INFRASTRUCTURE DEVELOPERS
532951,INE871H01011,GSS,T,GSS INFOTECH LTD.
532952,INE049I01012,NAHARCAP,B,NAHAR CAPITAL & FINANCIAL SERV
532953,INE951I01027,VGUARD,A,V-GUARD INDUSTRIES LTD.
532955,INE020B01018,RECLTD,A,REC LIMITED
532957,INE642I01014,GOKAKTEX,XT,GOKAK TEXTILES LTD.
532960,INE274G01010,DHANI,A,Dhani Services Limited
532966,INE615H01020,TITAGARH,A,TITAGARH RAIL SYSTEMS LIMITED
532967,INE415I01015,KIRIINDUS,A,KIRI INDUSTRIES LTD.
532974,INE865C01022,BIRLAMONEY,B,ADITYA BIRLA MONEY LTD.
532975,INE778I01024,TELOGICA,Z,TELOGICA LIMITED
532976,INE091G01018,JAIBALAJI,T,JAI BALAJI INDUSTRIES LTD.
532977,INE917I01010,BAJAJ-AUTO,A,BAJAJ AUTO LTD.
532978,INE918I01026,BAJAJFINSV,A,BAJAJ FINSERV LTD.
532980,INE020J01029,GOKUL,T,GOKUL REFOILS & SOLVENT LTD.
532983,INE105J01010,RPGLIFE,B,RPG LIFE SCIENCES LTD.
532985,INF174KA1JD7,SENSEX1,A,KOTAK MAHINDRA MUTUAL FUND
532986,INE368I01016,NIRAJ,B,NIRAJ CEMENT STRUCTURALS LTD.
532987,INE244J01017,RBL,B,RANE BRAKE LINING LTD.
532988,INE222J01013,RANEENGINE,B,RANE ENGINE VALVE LTD.
532989,INE878I01022,BAFNAPH,T,BAFNA PHARMACEUTICALS LTD.
532992,INE790D01020,CHLLTD,X,CHL LTD.
532993,INE955I01044,SEJALLTD,T,SEJAL GLASS LIMITED
532994,INE877I01016,ARCHIDPLY,T,ARCHIDPLY INDUSTRIES LTD.
532998,INE947I01017,LOTUSEYE,B,Lotus Eye Hospital And Institu
533001,INE323J01019,SOMICONVEY,T,SOMI CONVEYOR BELTINGS LTD.
533007,INE201J01017,LGBFORGE,T,LGB FORGE LTD.
533012,INE197J01017,LPDC,T,LANDMARK PROPERTY DEVELOPMENT
533014,INE176J01011,SICAGEN,X,SICAGEN INDIA LTD.
533018,INE457H01027,SIMPLXMIL,XT,SIMPLEX MILLS COMPANY LTD.
533019,INE456H01029,SIMPLXPAP,XT,SIMPLEX PAPERS LTD.
533022,INE144J01027,20MICRONS,B,20 MICRONS LTD.
533023,INE342J01019,ZFCVINDIA,A,ZF Commercial Vehicle Control
533029,INE773I01017,ALKALI,B,ALKALI METALS LTD.
533033,INE858B01029,ISGEC,A,ISGEC HEAVY ENGINEERING LTD.
533047,INE919H01018,IMFA,B,INDIAN METALS & FERRO ALLOYS L
533048,INE065J01024,TPHQ,B,Teamo Productions HQ Limited
533056,INE359B01010,VEDAVAAG,X,VEDAVAAG SYSTEMS LTD.
533078,INE320D01018,MANJEERA,XT,MANJEERA CONSTRUCTIONS LTD.
533080,INE893J01029,MOLDTKPAC,A,MOLD-TEK PACKAGING LIMITED
533088,INE998I01010,MHRIL,A,MAHINDRA HOLIDAYS & RESORTS IN
533090,INE688J01023,EXCEL,T,EXCEL REALTY N INFRA LTD.
533093,INE294G01026,ROML,T,RAJ OIL MILLS LTD.
533095,INE083K01017,BENGALASM,B,BENGAL & ASSAM COMPANY LTD.
533096,INE814H01011,ADANIPOWER,A,ADANI POWER LTD.
533098,INE848E01016,NHPC,A,NHPC LTD.
533101,INE360J01011,SURYAAMBA,X,SURYAAMBA SPINNING MILLS LTD.
533104,INE615I01010,GLOBUSSPR,A,GLOBUS SPIRITS LTD.
533106,INE274J01014,OIL,A,OIL INDIA LTD.
533108,INE274K01012,BTTL,X,BHILWARA TECHNICAL TEXTILES LT
533110,INE318K01025,SPSL,XT,SHREE PRECOATED STEELS LTD.
533121,INE201K01015,EXPLEOSOL,B,EXPLEO SOLUTIONS LIMITED
533122,INE399K01017,RTNPOWER,A,RATTANINDIA POWER LTD.
533137,INE947J01015,DEN,B,DEN NETWORKS LTD
533138,INE563J01010,ASTEC,B,ASTEC LIFESCIENCES LIMITED
533146,INE250K01012,DLINKINDIA,B,D-LINK (INDIA) LTD
533148,INE121E01018,JSWENERGY,A,JSW ENERGY LTD
533149,INE143K01019,YUNIKM,X,Yunik Managing Advisors Limite
533150,INE484J01027,GODREJPROP,A,GODREJ PROPERTIES LTD
533151,INE950I01011,DBCORP,B,D B CORP LTD
533152,INE912H01013,MBLINFRA,B,MBL Infrastructure Ltd
533155,INE797F01020,JUBLFOOD,A,JUBILANT FOODWORKS LTD
533156,INE893I01013,VASCONEQ,B,VASCON ENGINEERS LTD
533158,INE085J01014,THANGAMAYL,B,THANGAMAYIL JEWELLERY LTD
533160,INE879I01012,DBREALTY,A,VALOR ESTATE LIMITED
533161,INE753K01015,EMMBI,B,EMMBI INDUSTRIES LTD
533162,INE982F01036,HATHWAY,B,HATHWAY CABLE & DATACOM LTD
533163,INE267I01010,ARSSINFRA,T,ARSS INFRASTRUCTURE PROJECTS L
533164,INE141K01013,TEXMOPIPES,B,TEXMO PIPES & PRODUCTS LTD.
533166,INE108E01023,SUNDARAM,B,SUNDARAM MULTI PAP LTD.
533167,INE312J01012,COROENGG,XT,COROMANDEL ENGINEERING COMPANY
533168,INE847C01020,ROSSELLIND,B,ROSSELL INDIA LTD.
533169,INE949H01023,MANINFRA,A,MAN INFRACONSTRUCTION LTD.
533170,INE864J01012,TAMBOLIIN,X,TAMBOLI INDUSTRIES LIMITED
533177,INE975G01012,IL&FSTRANS,Z,IL&FS TRANSPORTATION NETWORKS
533179,INE262H01021,PERSISTENT,A,PERSISTENT SYSTEMS LTD.
533181,INE566K01011,ISFT,B,INTRASOFT TECHNOLOGIES LTD.
533192,INE790B01024,KCPSUGIND,B,KCP SUGAR & INDUSTRIES CORPORA
533193,INE134B01017,KECL,B,KIRLOSKAR ELECTRIC COMPANY LTD
533202,INE639K01016,SATCH,XT,SATCHMO HOLDINGS LIMITED
533203,INE747K01017,TARAPUR,T,TARAPUR TRANSFORMERS LTD
533206,INE002L01015,SJVN,A,SJVN LTD
533208,INE830C01026,EMAMIPAP,B,EMAMI PAPER MILLS LTD.
533210,INE798K01010,KRITINUT,B,KRITI NUTRIENTS LTD
533212,INE265D01015,GKB,X,GKB OPHTHALMICS LTD.
533217,INE871K01015,HMVL,B,HINDUSTAN MEDIA VENTURES LTD.
533218,INE778K01012,EMAMIREAL,B,EMAMI REALTY LIMITED
533227,INE926K01017,AHLEAST,B,ASIAN HOTELS (EAST) LTD.
533229,INE933K01021,BAJAJCON,A,BAJAJ CONSUMER CARE LIMITED
533230,INF179KC1981,HDFCGOLD,E,HDFC MUTUAL FUND - HDFC GOLD E
533239,INE696K01024,PRAKASHSTL,T,PRAKASH STEELAGE LTD.
533244,INF109KC1NT3,GOLDIETF,E,ICICI Prudential Gold ETF
533248,INE517F01014,GPPL,A,GUJARAT PIPAVAV PORT LTD.
533252,INE389K01018,WELINV,B,WELSPUN INVESTMENTS AND COMMER
533259,INE019J01013,SASTASUNDR,B,Sastasundar Ventures Limited
533260,INE521J01018,CAREERP,B,CAREER POINT LTD.
533261,INE416L01017,EROSMEDIA,B,EROS INTERNATIONAL MEDIA LTD.
533262,INE874I01013,RAMKY,B,RAMKY INFRASTRUCTURE LTD.
533263,INE999K01014,GREENPOWER,B,ORIENT GREEN POWER COMPANY LTD
533267,INE068L01024,CANTABIL,B,CANTABIL RETAIL INDIA LTD.
533268,INE351L01016,SEATV,XT,SEA TV NETWORK LTD.
533269,INE956G01038,WABAG,A,VA TECH WABAG LTD.
533270,INE844K01012,BEDMUTHA,B,BEDMUTHA INDUSTRIES LTD.
533271,INE442H01029,ASHOKA,A,ASHOKA BUILDCON LTD.
533272,INE209L01016,JWL,A,JUPITER WAGONS LIMITED
533273,INE093I01010,OBEROIRLTY,A,OBEROI REALTY LTD.
533274,INE811K01011,PRESTIGE,A,PRESTIGE ESTATES PROJECTS LTD.
533275,INE482J01021,SHAH,B,SHAH METACORP LIMITED
533278,INE522F01014,COALINDIA,A,COAL INDIA LTD.
533282,INE024L01027,GRAVITA,A,GRAVITA INDIA LTD.
533284,INE324L01013,RPPINFRA,B,RPP INFRA PROJECTS LTD.
533285,INE245L01010,RDBRIL,X,RDB REALTY & INFRASTRUCTURE LT
533286,INE490G01020,MOIL,A,MOIL LTD.
533287,INE565L01011,ZEELEARN,T,ZEE LEARN LTD.
533289,INE096L01025,KTIL,XT,KESAR TERMINALS & INFRASTRUCTU
533292,INE619I01012,A2ZINFRA,T,A2Z INFRA ENGINEERING LIMITED
533293,INE146L01010,KIRLOSENG,A,KIRLOSKAR OIL ENGINES LTD.
533294,INE722J01012,RKDL,T,RAVI KUMAR DISTILLERIES LTD.
533295,INE608A01012,PSB,B,PUNJAB & SIND BANK
533296,INE360L01017,FMNL,B,FUTURE MARKET NETWORKS LTD.
533298,INE272L01022,SURANASOL,T,SURANA SOLAR LTD.
533301,INE268L01020,SPYL,T,SHEKHAWATI POLY-YARN LTD.
533302,INE029L01018,KICL,B,KALYANI INVESTMENT COMPANY LTD
533303,INE878K01010,BFINVEST,B,BF INVESTMENT LTD.
533306,INE519C01017,SUMMITSEC,B,SUMMIT SECURITIES LTD.
533315,INE690J01011,INOVSYNTH,X,INNOVASSYNTH INVESTMENTS LTD.
533316,INE577L01016,STEL,B,STEL HOLDINGS LIMITED
533317,INE474L01016,OMKARCHEM,Z,OMKAR SPECIALITY CHEMICALS LTD
533320,INE645L01011,JUBLINDS,B,JUBILANT INDUSTRIES LTD.
533326,INE621L01012,TEXRAIL,A,TEXMACO RAIL & ENGINEERING LTD
533329,INE611L01021,INDTERRAIN,B,INDIAN TERRAIN FASHIONS LTD.
533333,INE045J01026,FCL,A,FINEOTEX CHEMICAL LTD.
533336,INE320L01011,DHUNINV,B,DHUNSERI INVESTMENTS LTD.
533339,INE251B01027,ZENTEC,A,ZEN TECHNOLOGIES LTD.
533343,INE597L01014,LOVABLE,B,LOVABLE LINGERIE LTD.
